,User,SupEmo
37377,Bhagva_Dhvaj,rgp
37378,skalpanap,rgn
37379,Gabaakshay21,rgn
37380,srkian_rohitian,rgp
37381,maqbool_sm,rgp
37382,BhutraMegha,rgn
37383,ItsmeOhgod,rgp
37384,MaheJournalist,rgn
37385,MritunjayRK,rgp
37386,jhasushant,rgn
37387,YedaPisa,rgn
37388,nsimhacharya,rgp
37389,sanjeevkumarmba,rgp
37390,shrmahimanshu,rgp
37391,SiddharthRoy25,rgp
37392,Abhishek__k2712,rgn
37393,poorboypappu,rgn
37394,thair_AbassChak,rgp
37395,Nishtri13,rgp
37396,thair_AbassChak,rgp
37397,ieexplained,rgp
37398,vivekanandshree,rgp
37399,SocioPoliticalW,rgp
37400,BobinsAbraham,rgp
37401,chaloo_pandey,rgp
37402,VakilBharati,rgn
37403,MuhammedHayastv,rgp
37404,Minihindu20,rgn
37405,ignorant_me_,rgp
37406,Madhu_619,rgn
37407,maqbool_sm,rgp
37408,maqbool_sm,rgn
37409,abhishek_r_h,rgn
37410,callmevjok,rgn
37411,cchandramouli1,rgn
37412,Desi4Modi,rgn
37413,ghoshkk,rgn
37414,maqbool_sm,rgn
37415,Aagan86,rgn
37416,subhash0144,rgn
37417,theRitwickKumar,rgp
37418,Raghubv,rgn
37419,SagarAc99,rgn
37420,Vedica_Podar,rgp
37421,johncheeran,rgp
37422,AsOurLawIs,rgn
37423,AsOurLawIs,rgn
37424,johncheeran,rgn
37425,IamPrinto,rgp
37426,mohdshbz786,rgp
37427,haresh_thummar,rgn
37428,thewall_3vedi,rgp
37429,justin23448669,rgn
37430,Vijayhema87,rgp
37431,heebahameed8,rgn
37432,krithikasivasw,rgn
37433,TheSagarSharma,rgp
37434,AyanPillai,rgn
37435,muhammedAnvarkc,rgp
37436,shubham_sunny,rgp
37437,Naveen2012b,rgn
37438,AdilNayar,rgn
37439,Gnanashekar,rgp
37440,maqbool_sm,rgp
37441,fiyaspeaks,rgp
37442,Zero_3333,rgn
37443,KP_offl_,rgp
37444,tvjayan,rgn
37445,MakwanaVasudev,rgn
37446,balunair99,rgn
37447,vssanakan,rgp
37448,Hiirenthackar,rgn
37449,AKHILESH_AC5,rgn
37450,saurabh07___,rgn
37451,RajiniKrishnan8,rgp
37452,JeevanBhatia,rgp
37453,GautamParmar84,rgn
37454,KetansinhS,rgn
37455,jangjhun,rgn
37456,Alcoholic_007,rgn
37457,AbasahebDeokar,rgn
37458,AshishJUpadhyay,rgp
37459,deepanshah13,rgp
37460,ChintanJG,rgn
37461,ashutosh5553,rgn
37462,MaamoonKhan,rgp
37463,DrRakeshGoswami,rgp
37464,amit7794,rgn
37465,saying_as_it_is,rgn
37466,Indian_LN,rgn
37467,bactive123,rgn
37468,aumnamah_,rgn
37469,realavinash37,rgp
37470,SeaulS,rgn
37471,sauravojha16,rgn
37472,AshuSpeaksNow,rgp
37473,NishaAjayKanoj1,rgp
37474,VakilBharati,rgn
37475,subhashpathak,rgp
37476,shishirvansh,rgn
37477,ninadsheth,rgn
37478,ninadsheth,rgn
37479,ninadsheth,rgn
37480,ninadsheth,rgn
37481,mssamant,rgn
37482,NaveenChandra87,rgn
37483,Kevinit,rgp
37484,pkm1999,rgn
37485,khels2u,rgp
37486,imAjitGarg,rgn
37487,manisha__gupta,rgp
37488,priyanshdubey99,rgn
37489,hbhansali1,rgp
37490,SantyTalk,rgn
37491,eclectictweets,rgn
37492,sanketshelke_,rgp
37493,Athiathullah,rgp
37494,blahblublee,rgn
37495,sharmars003,rgp
37496,CIVILKHAN1,rgp
37497,mohitmishraa,rgn
37498,j5Tr2S5BzCUiLa3,rgp
37499,DukeMahanta,rgp
37500,charmer_nku,rgp
37501,charmer_nku,rgp
37502,moiDeepak,rgp
37503,mjoshuaben,rgp
37504,RimaChaturvedi,rgn
37505,MAGESHW57341284,rgn
37506,MAGESHW57341284,rgn
37507,venkypasham,rgn
37508,iamkaranbachani,rgn
37509,purohitvasu,rgp
37510,Shubham90126747,rgn
37511,shorya_e,rgn
37512,SanjayCho,rgn
37513,ss_suryawanshi,rgn
37514,ilyasghouri54,rgp
37515,skalpanap,rgp
37516,CaptAssamRegt,rgn
37517,Ajinkya0406,rgn
37518,amitpujari1,rgp
37519,mrsikandar,rgp
37520,BPositive104,rgp
37521,Nishtri13,rgn
37522,Bebaak__Indian,rgn
37523,biswadeepg,rgp
37524,OnHris,rgn
37525,shivamshukla_98,rgn
37526,GirishCShastry,rgn
37527,imVaquar,rgn
37528,rnrajan7,rgn
37529,Subashcovai,rgp
37530,Iamgandhiwadi,rgp
37531,seasonviews,rgp
37532,LaksshyaAdvani,rgp
37533,LaksshyaAdvani,rgp
37534,INikhatAli,rgn
37535,imRiteshBindal,rgp
37536,ECKolkata,rgp
37537,peace_indian,rgp
37538,abhishek_r_h,rgn
37539,puneetasthanaa,rgp
37540,drnitinchaube,rgn
37541,LaksshyaAdvani,rgp
37542,deepakbudki,rgp
37543,ask0704,rgp
37544,surinder_joshi,rgp
37545,TweetofHardik,rgn
37546,S_Rahul85,rgp
37547,Pinku40,rgn
37548,gauagg,rgp
37549,rishavkedia19,rgn
37550,roarDworld,rgp
37551,PuriVirender,rgp
37552,amit7794,rgp
37553,tiwariavinash,rgp
37554,Rishit_Sodha98,rgp
37555,MODIfied_SKP,rgp
37556,DeeptiSachdeva_,rgp
37557,AninBanerjee,rgn
37558,kr_cool,rgp
37559,IMSHREESHAIL,rgn
37560,Deepika49402202,rgp
37561,WongPing10,rgp
37562,iamrajat27,rgn
37563,PursueRam,rgp
37564,bharatchunav,rgn
37565,Dharm90Incbihar,rgn
37566,MAGESHW57341284,rgp
37567,MorningWalkers,rgn
37568,WongPing10,rgp
37569,MajumdarSid,rgp
37570,BasantShiv,rgn
37571,samPradeepa,rgn
37572,roarDworld,rgn
37573,realavinash37,rgn
37574,imridul2k,rgn
37575,ShashidharHegd5,rgn
37576,the_nhiraj,rgp
37577,CaptAssamRegt,rgn
37578,CaptAssamRegt,rgp
37579,pmaliens,rgp
37580,abhishekbhumi_,rgn
37581,bigbindian,rgn
37582,agniishwari,rgp
37583,AdityaP53292565,rgn
37584,rkvvss,rgn
37585,youdle,rgn
37586,Kinjaalshahh,rgn
37587,sujaykirti272,rgp
37588,sunilbpujari,rgp
37589,jgandhig,rgp
37590,majharulmd007,rgn
37591,Z_P_Special,rgp
37592,SajalSingh2024,rgn
37593,shashi1208,rgp
37594,KajaVinoth,rgp
37595,GopalaGowdaa,rgn
37596,Surav012,rgn
37597,DaphneDawson18,rgn
37598,tejasdeokar1996,rgn
37599,BengalNewzIndia,rgn
37600,Yash_NotSo_Jain,rgp
37601,bhaveshastik,rgp
37602,AglodiyaMoin,rgp
37603,AglodiyaMoin,rgp
37604,MAGESHW57341284,rgp
37605,IMSHREESHAIL,rgp
37606,LaksshyaAdvani,rgp
37607,AbasahebDeokar,rgn
37608,iamkaranbachani,rgn
37609,iamkaranbachani,rgn
37610,kumardurgesh262,rgn
37611,Pappu4201,rgn
37612,sachidpandey,rgp
37613,JournalistJmu,rgp
37614,Mukeshkashyap90,rgn
37615,QadirQd,rgn
37616,UdayRajSinghBo1,rgp
37617,maqbool_sm,rgn
37618,maqbool_sm,rgn
37619,rkvvss,rgn
37620,trabaajo,rgp
37621,jatinnsays,rgp
37622,NikhilDesale13,rgp
37623,BhagawatiKr,rgn
37624,ArunB87,rgp
37625,MAGESHW57341284,rgp
37626,asarpotar,rgn
37627,QadeerKhan09,rgn
37628,anilegacy,rgp
37629,Tinu0306,rgn
37630,Hey_Soumya,rgn
37631,SampathSimon1,rgn
37632,asarpotar,rgp
37633,siimyaqua,rgp
37634,GAB_Indian,rgn
37635,DaymaKalpesh,rgn
37636,Dillipkumar2008,rgn
37637,The_AB_Tripathi,rgn
37638,nallaganesh,rgn
37639,1TimeVoter,rgn
37640,SushantAazad,rgp
37641,ChoukidarSanju,rgp
37642,namandixit9,rgp
37643,JeSuisCharlie9,rgn
37644,krish_rans,rgn
37645,siddaramaiah,rgp
37646,Princeexpert,rgn
37647,JangliRaja,rgn
37648,maqbool_sm,rgp
37649,lawgate_IN,rgp
37650,drnitinchaube,rgp
37651,trabaajo,rgn
37652,abhaymanagoli,rgn
37653,appuajay111,rgp
37654,ADiravia,rgp
37655,ADiravia,rgp
37656,1Patelzuber,rgn
37657,vjshankar,rgn
37658,Ashwin28,rgp
37659,nihal_pavan,rgn
37660,drnitinchaube,rgp
37661,sanketshelke_,rgp
37662,roarDworld,rgp
37663,pujanmajumdar,rgn
37664,swarraj,rgn
37665,swarraj,rgn
37666,VINEET1966,rgp
37667,bantisharma86,rgp
37668,sayyad_arshi,rgp
37669,FutureEquals,rgn
37670,nallaganesh,rgn
37671,balasubra9,rgn
37672,iamkpsrathore,rgn
37673,asarpotar,rgp
37674,mashwah,rgp
37675,opdroid1234,rgp
37676,iamsudhish,rgn
37677,LakshadweepCon1,rgp
37678,realavinash37,rgn
37679,KeshavKantShrma,rgn
37680,ME3qXm8RwYHkuXo,rgp
37681,appinem,rgn
37682,MajumdarSid,rgp
37683,SyedMehaboob7,rgp
37684,NiravKanabar2,rgp
37685,Jaydeep_Bapat,rgp
37686,asimtwitt,rgp
37687,Sidheart00777,rgp
37688,MajumdarSid,rgn
37689,AroopDatta,rgp
37690,Dayananda2403,rgn
37691,activefromUSA,rgp
37692,activefromUSA,rgn
37693,activefromUSA,rgn
37694,activefromUSA,rgn
37695,activefromUSA,rgp
37696,prkpunter,rgp
37697,iamkaranbachani,rgn
37698,iamkaranbachani,rgp
37699,shubhamr528,rgp
37700,ChaiChillumbaba,rgn
37701,Sidheart00777,rgp
37702,GujunRupsas,rgn
37703,Sidheart00777,rgp
37704,amit_mangal_,rgp
37705,rakesh_bhakat21,rgn
37706,prasannaspeaks,rgp
37707,iamVikas97,rgp
37708,m_libin,rgp
37709,i_m_prapti,rgp
37710,PrashanthJAcha2,rgn
37711,Srini_imi,rgn
37712,RahulSi98194133,rgn
37713,Vkris14,rgn
37714,seasonviews,rgp
37715,Ashutos53594637,rgp
37716,GeeKayTalks,rgp
37717,roarDworld,rgn
37718,dhananjay_pwr,rgn
37719,SJM06247931,rgp
37720,ThajAboobaker,rgn
37721,19011995Dev,rgn
37722,Hello_Ajnabi,rgp
37723,balramshrinet,rgp
37724,vineet66,rgn
37725,Rajaban74609782,rgn
37726,VyPrashant_Pune,rgp
37727,rageshsantha,rgp
37728,zerogravitybase,rgp
37729,PoIkadot3398,rgp
37730,AdithMalhotra,rgn
37731,BehaniPragati,rgp
37732,Sucheta_Bhadri,rgn
37733,sagarhbk321,rgn
37734,VivekGurkha,rgn
37735,amarjeetm8,rgp
37736,ravishukla1,rgn
37737,BSP4IND,rgn
37738,SumanyuGoyal,rgn
37739,BhateraKumar,rgn
37740,RajivKumarRay9,rgn
37741,NavneetBohra4,rgn
37742,wafflencoffee,rgp
37743,IntellectualNag,rgp
37744,khwahishen_1,rgp
37745,GURUprasun,rgp
37746,AdityaSrijan2,rgn
37747,stayhumbledeepu,rgn
37748,mohdtalha,rgn
37749,krishind07,rgn
37750,youdle,rgp
37751,PallakaraiSettu,rgp
37752,PallakaraiSettu,rgp
37753,PriynkaGandhiv,rgn
37754,RohiThomas,rgn
37755,ravipolara,rgn
37756,yatiraj4545,rgp
37757,YourVish_,rgp
37758,anujtyagi52524,rgp
37759,voixpoint,rgn
37760,ty_0_ny,rgp
37761,ThreeDibz,rgp
37762,Sidd91902935,rgn
37763,messagevp,rgp
37764,abhisingh911,rgn
37765,Faltu_Account_,rgp
37766,alkavasudeva,rgn
37767,sunnydedha7,rgn
37768,khels2u,rgn
37769,Rajaban74609782,rgp
37770,amit2k5,rgn
37771,_R34P3RizGod,rgp
37772,amij24,rgp
37773,FoolishApathy,rgn
37774,IRahulPandey1,rgp
37775,imarunaksh,rgp
37776,prgti_bhaira,rgn
37777,aniketsp,rgp
37778,ParthaB34769052,rgn
37779,Siddhaantmishra,rgn
37780,balasubra9,rgn
37781,AmolGargate,rgn
37782,hharshvardhan,rgn
37783,bananatalker,rgp
37784,ShipraGopal,rgp
37785,AskHimanshuu,rgn
37786,PursueRam,rgp
37787,doorvadal,rgp
37788,parinsangoi007,rgn
37789,bengapinto,rgp
37790,darshinib,rgn
37791,Waseemiyan,rgn
37792,imanishag,rgn
37793,bengapinto,rgp
37794,johncheeran,rgn
37795,krishind07,rgn
37796,MM09021996,rgp
37797,ShuklaRajINC,rgp
37798,naveenrawath,rgp
37799,shivshukla,rgn
37800,Kevinit,rgn
37801,kalpitk1,rgn
37802,bengapinto,rgp
37803,singour_anshul,rgn
37804,drnitinchaube,rgp
37805,DiviVasani,rgp
37806,iamTapanPandya,rgp
37807,KishoreVaid,rgp
37808,Minni2r,rgn
37809,PrasunSG,rgn
37810,PushpavalliRam1,rgp
37811,dogcongress,rgn
37812,vikram140gulati,rgp
37813,ajaykanth7,rgp
37814,ssaannddeepp18,rgp
37815,ajaychat555,rgn
37816,govindrpandey,rgp
37817,vikram140gulati,rgp
37818,naveens03665333,rgn
37819,BhrgaShri,rgn
37820,eclectictweets,rgp
37821,i_am_nayaka,rgn
37822,88sharmarishab,rgp
37823,CaptAssamRegt,rgp
37824,johncheeran,rgn
37825,JaneuUdhari,rgn
37826,KhManiranjanSin,rgn
37827,antra_mahajan,rgp
37828,rakesh_bhakat21,rgn
37829,007Bhas,rgp
37830,KhManiranjanSin,rgp
37831,kusireddy,rgn
37832,hitesh0051,rgp
37833,krishind07,rgn
37834,cmvineet,rgn
37835,Krantik88100022,rgp
37836,krishind07,rgn
37837,ravipolara,rgn
37838,JangliRaja,rgn
37839,JangliRaja,rgn
37840,ishan_putra,rgn
37841,SANTOSHCHAVAN75,rgn
37842,akitsme_17,rgn
37843,im_shiv_aa,rgn
37844,rajupaneri,rgn
37845,imAbelwal,rgp
37846,AskHimanshuu,rgp
37847,iamsudhish,rgn
37848,roarDworld,rgn
37849,PraveeenAg,rgp
37850,dewansanjeev,rgp
37851,Thanuskswamy,rgn
37852,primenewstime1,rgp
37853,chichha_ledar,rgp
37854,madhuc430,rgp
37855,BKanad,rgp
37856,GujunRupsas,rgn
37857,kumaran_says,rgn
37858,GreatmanojK,rgn
37859,soumitramukher7,rgp
37860,neerajlad,rgn
37861,kusumnb,rgn
37862,surajprd,rgn
37863,HIMANSH07883075,rgp
37864,HIMANSH07883075,rgp
37865,HIMANSH07883075,rgp
37866,HIMANSH07883075,rgp
37867,OmVarash,rgn
37868,duplexprabu,rgn
37869,BiplabSiladitya,rgp
37870,AshishBBZ30,rgp
37871,Im_ProudINDIAN,rgn
37872,Im_Here_MD,rgp
37873,rohiit_jain,rgp
37874,jaggu_infy,rgn
37875,srpatel40,rgp
37876,mpudheer,rgp
37877,WeForNews,rgn
37878,WeForNews,rgn
37879,drnitinchaube,rgp
37880,anishbobby,rgn
37881,PrateekJain28,rgp
37882,khosla_nishant,rgp
37883,drnirmalchand,rgp
37884,kanusharma4427,rgn
37885,sanalsasidharan,rgp
37886,AskHimanshuu,rgp
37887,iamTapanPandya,rgp
37888,A2D2_,rgn
37889,DaphneDawson18,rgn
37890,GD1AD,rgn
37891,Tinu0306,rgp
37892,sttalkindia,rgn
37893,asarpotar,rgn
37894,NeerajS13318461,rgn
37895,roarDworld,rgn
37896,iamkaranbachani,rgn
37897,abhish3k1987,rgn
37898,dipakajapa,rgp
37899,prashy_777,rgn
37900,MServe2grow,rgn
37901,DaymaKalpesh,rgp
37902,Surasen3,rgn
37903,shi00022,rgn
37904,GujunRupsas,rgn
37905,royals3418,rgp
37906,CaptAssamRegt,rgp
37907,ShivCharanA57,rgn
37908,CaptAssamRegt,rgn
37909,anishmonps,rgn
37910,VLachyanChowkid,rgp
37911,SankaPadma,rgp
37912,iamkaranbachani,rgn
37913,girishkumarp,rgp
37914,ShenilkhanJ,rgn
37915,PrithaBandyop10,rgp
37916,Puttu_MaaNi,rgn
37917,kalpitk1,rgp
37918,jiboyv,rgn
37919,Dr_AnandMishra,rgp
37920,fasalv8,rgp
37921,AshishBBZ30,rgn
37922,maqbool_sm,rgn
37923,pankajpratham,rgp
37924,MAGESHW57341284,rgp
37925,_A_j_i_t,rgp
37926,Arif_Bhl,rgp
37927,eclectictweets,rgp
37928,rvasisht,rgp
37929,madhuc430,rgp
37930,gogosgonee,rgp
37931,iamkaranbachani,rgn
37932,sreeraj1185,rgp
37933,BawaalStreet,rgn
37934,xoxINDIANxox,rgn
37935,raul_raffer,rgn
37936,ayush2571,rgp
37937,khels2u,rgn
37938,vgsk09,rgn
37939,Ananthaforu,rgp
37940,pradnyas,rgp
37941,brainy_indian,rgn
37942,_adarsh_ilango,rgn
37943,dollkarmakar,rgn
37944,ajit_KY,rgn
37945,AshishMC4,rgn
37946,bengapinto,rgp
37947,ShivaaniKTalwar,rgn
37948,ConnectGujarat,rgp
37949,pramodthomas84,rgp
37950,VishakhaDhruv,rgn
37951,srikumarsmenon,rgn
37952,Im_ProudINDIAN,rgn
37953,_adarsh_ilango,rgn
37954,iamdipsi,rgp
37955,abimanyukarthik,rgp
37956,roarDworld,rgn
37957,gurunathanand,rgp
37958,hharshvardhan,rgp
37959,MajumdarSid,rgn
37960,MajumdarSid,rgp
37961,sm_pf,rgn
37962,ravipolara,rgp
37963,HIMANSH07883075,rgn
37964,GokulThoughts,rgp
37965,manjul_tyagi,rgp
37966,nahcnakk,rgn
37967,Tinu0306,rgn
37968,rohitrevo,rgn
37969,SubshriS,rgp
37970,Lotus2021,rgn
37971,Bigmacrypto,rgn
37972,INCKolkata,rgp
37973,theanandrajsing,rgn
37974,sendilsasi92,rgp
37975,EnggCAL,rgn
37976,hkrbrand,rgp
37977,iamTapanPandya,rgp
37978,dkpatel_in,rgn
37979,beingabhishekch,rgp
37980,iamTapanPandya,rgp
37981,youdle,rgp
37982,kishoresofi,rgp
37983,kiran_m_kumar,rgn
37984,bengapinto,rgp
37985,imPrasadMani,rgp
37986,humanwithfacts,rgp
37987,VPanchamukhi,rgp
37988,BhesaniyaPrem,rgp
37989,AdilShahnawazK,rgp
37990,nicks_79,rgp
37991,outburstindia,rgn
37992,Arvi_N,rgn
37993,T_Jenish21,rgp
37994,MAGESHW57341284,rgn
37995,agnihotriMAV,rgn
37996,its__harshita,rgn
37997,Cardin123,rgn
37998,vaypee,rgn
37999,meenakshig89,rgp
38000,DaymaKalpesh,rgp
38001,TheRIs_0,rgp
38002,Benz363,rgp
38003,NeerajS13318461,rgp
38004,Desi4Modi,rgn
38005,iamTapanPandya,rgn
38006,PursueRam,rgn
38007,MukeshDolia,rgp
38008,urpavanygf,rgp
38009,Arvi_N,rgp
38010,pratik624,rgp
38011,ShivaaniKTalwar,rgp
38012,sam_azeez,rgp
38013,chnharish,rgp
38014,adtpatil,rgn
38015,Rohitsydney28,rgp
38016,AskTamal,rgn
38017,pkm1999,rgp
38018,AlokJhun105,rgp
38019,farhanzaheer5,rgn
38020,mathadsiddu,rgp
38021,stevereports,rgn
38022,siddu_reddy1205,rgp
38023,iamkaranbachani,rgn
38024,izar_pmgroup,rgp
38025,gsrandhir,rgn
38026,GauravYdvSP,rgp
38027,bhatiajs,rgp
38028,rohitg8988,rgp
38029,roarDworld,rgn
38030,anshuINC,rgp
38031,roarDworld,rgn
38032,SumanBi35372566,rgp
38033,MajumdarSid,rgn
38034,ravipolara,rgp
38035,anxioushours7,rgp
38036,manishlasadiya,rgp
38037,iamTapanPandya,rgn
38038,_A_j_i_t,rgp
38039,raju_chaudhary1,rgn
38040,Lokpria,rgp
38041,krish_IN,rgn
38042,Lokpria,rgp
38043,iamGAK4,rgp
38044,Lokpria,rgp
38045,venkatesh_rvk14,rgn
38046,monitwts,rgn
38047,prabukailasam,rgp
38048,ChennaiManiac,rgp
38049,ec7104de70df411,rgn
38050,Naadoodee,rgp
38051,Dinesh_Aryan_,rgn
38052,sanjukta,rgn
38053,Lokpria,rgp
38054,vjshankar,rgn
38055,iamkaranbachani,rgp
38056,sanjukta,rgp
38057,iAbhinavBharat,rgn
38058,apnnewsindia,rgn
38059,RohitMGaikwad,rgp
38060,NationsBallot,rgn
38061,satish_khetra,rgp
38062,som_tweether,rgp
38063,vikram140gulati,rgp
38064,AskTamal,rgn
38065,indianwoman1234,rgp
38066,Lokpria,rgp
38067,ggtechgig,rgn
38068,malthnks,rgn
38069,VijayanandChin,rgn
38070,PassionForNews,rgp
38071,sibanand1,rgn
38072,krishind07,rgn
38073,iamkaranbachani,rgp
38074,shubhamr528,rgn
38075,Nishtri13,rgn
38076,BuntyS5,rgp
38077,anky755,rgp
38078,NeerajS13318461,rgn
38079,thanos_titan03,rgp
38080,onkarbhutada,rgn
38081,AMadhumala,rgp
38082,RajPatil_Sss,rgp
38083,NeerajS13318461,rgn
38084,NeerajS13318461,rgn
38085,prkpunter,rgn
38086,JeevanBhatia,rgn
38087,ravipolara,rgn
38088,ravipolara,rgp
38089,FahruGami,rgn
38090,SuperhitSuprith,rgn
38091,PriynkaGandhiv,rgp
38092,JangliRaja,rgn
38093,deepanshu0512,rgp
38094,JordenJigmie,rgn
38095,agrawmohit,rgn
38096,JustApoorv,rgn
38097,mathadsiddu,rgn
38098,mathadsiddu,rgp
38099,Vishwaguru14,rgp
38100,RanjanK72252722,rgp
38101,manojtjha,rgp
38102,sa8ypr,rgp
38103,binaykumar48,rgp
38104,gautamkr_12,rgn
38105,gautamkr_12,rgp
38106,PriynkaGandhiv,rgp
38107,ShivCharanA57,rgn
38108,ashishacharya22,rgn
38109,Munavvar_4u,rgp
38110,PriynkaGandhiv,rgp
38111,Im_ProudINDIAN,rgn
38112,ta_raguman,rgp
38113,rightchoice_v,rgn
38114,News9Tweets,rgn
38115,prathod2008,rgn
38116,ConnectGujarat,rgn
38117,667b153884b24dd,rgp
38118,Krishbharat2018,rgn
38119,iamkaranbachani,rgp
38120,JaneuUdhari,rgn
38121,TapashishC,rgn
38122,RaviMishra2029,rgn
38123,SupriyaVerma77,rgn
38124,ArvindVishwak10,rgn
38125,youdle,rgn
38126,khosla_nishant,rgp
38127,taha_haidery,rgp
38128,vandanavats23,rgn
38129,dona3659,rgn
38130,iamTapanPandya,rgn
38131,drnitinchaube,rgp
38132,ravipolara,rgn
38133,skygagan_,rgn
38134,AImranabidi,rgn
38135,dona3659,rgn
38136,anandprakash7,rgn
38137,sleepyhead1892,rgn
38138,TweetsBrock,rgn
38139,stevereports,rgp
38140,ajaychat555,rgn
38141,ElectionWatchIn,rgp
38142,ta_raguman,rgp
38143,RimaChaturvedi,rgp
38144,true__vs__false,rgn
38145,av_adh,rgn
38146,ManiG301,rgn
38147,vksunil,rgn
38148,PriynkaGandhiv,rgp
38149,Vijaindra,rgn
38150,PerlOPython,rgp
38151,saurabh_260291,rgn
38152,SankaPadma,rgn
38153,true__vs__false,rgn
38154,AnvitSrivastava,rgn
38155,karang86,rgp
38156,IamChiragDalal,rgp
38157,DebarshiRoy7,rgn
38158,sandeep_aganya,rgp
38159,Imabhijit_IND,rgn
38160,NationsBallot,rgn
38161,LakhanToshniwal,rgn
38162,shivuchavadi,rgp
38163,devendra_2000,rgp
38164,SRVishwanathBJP,rgp
38165,ParvatisahakarI,rgn
38166,AKLalB,rgn
38167,AKLalB,rgn
38168,AKLalB,rgn
38169,AKLalB,rgn
38170,FaridAlidsra,rgp
38171,niteshkumar277,rgn
38172,ankitmishra3010,rgn
38173,CaptAssamRegt,rgp
38174,desideewan,rgp
38175,amritverma26,rgn
38176,PassionForNews,rgp
38177,vrmahajan,rgp
38178,activefromUSA,rgn
38179,Patrotic_Paki,rgn
38180,199125_yatin,rgp
38181,dhrumil5192,rgp
38182,IamChiragDalal,rgp
38183,JeevanBhatia,rgp
38184,PulakPattanayak,rgn
38185,Abbihood_bharti,rgp
38186,IamChiragDalal,rgp
38187,IamChiragDalal,rgp
38188,IamChiragDalal,rgp
38189,IamChiragDalal,rgp
38190,SagarneelSinha,rgp
38191,PraveeenAg,rgn
38192,199125_yatin,rgp
38193,PraveeenAg,rgn
38194,Saloni621,rgn
38195,prajasattakorg,rgn
38196,HIMESH_SS,rgn
38197,UrMalli,rgp
38198,pkm1999,rgn
38199,pkm1999,rgn
38200,iamkaranbachani,rgn
38201,shubhamraj91,rgn
38202,KishanBoss1,rgn
38203,sunilkumar1126,rgp
38204,pkm1999,rgn
38205,maqbool_sm,rgp
38206,pkm1999,rgp
38207,aa_rkt,rgp
38208,ManjunathHanji,rgp
38209,saying_as_it_is,rgp
38210,Rajaban74609782,rgn
38211,AtrijKasera,rgp
38212,MAGESHW57341284,rgn
38213,UrMalli,rgn
38214,bhargava_ani,rgn
38215,she_abhishek,rgp
38216,DhuriaAnish,rgn
38217,BraHmoS89,rgp
38218,mayurjoshi999,rgn
38219,Nainaa58,rgp
38220,indiclogic,rgn
38221,AnantsharmaINC,rgp
38222,anany_b,rgn
38223,soganisandeep,rgp
38224,onkarbhutada,rgn
38225,onkarbhutada,rgp
38226,VU2XDB,rgp
38227,Singhabhi_07,rgn
38228,GS37396208,rgp
38229,Singhabhi_07,rgn
38230,Singhabhi_07,rgn
38231,bharathbunny27,rgp
38232,rkumarru,rgn
38233,PriynkaGandhiv,rgp
38234,ravipolara,rgp
38235,HullurPmp,rgp
38236,vikashmorludana,rgp
38237,MAGESHW57341284,rgp
38238,SankaPadma,rgn
38239,saffrontimes,rgn
38240,dBaliyan,rgn
38241,WongPing10,rgp
38242,premapiriyan,rgp
38243,chintichhabra,rgn
38244,KushagraDangay1,rgp
38245,sandeepaganya,rgp
38246,jaapuz88,rgn
38247,itzzRajBanakar,rgn
38248,jaapuz88,rgp
38249,PratikD05859562,rgn
38250,majesiy,rgp
38251,insaniyt_relign,rgn
38252,YagnikMitul,rgn
38253,malikshahzad84,rgp
38254,onkarbhutada,rgp
38255,Ramanras2906,rgp
38256,lalitnagarmla,rgp
38257,Manankmr,rgn
38258,jaishesh,rgp
38259,AKLalB,rgn
38260,Manikandanraj92,rgn
38261,BruceWayne_42,rgn
38262,n_yadavv,rgn
38263,rvseukg,rgn
38264,WeAreMangaluru,rgp
38265,ManishAnandINC,rgn
38266,Andeshwarkijai,rgn
38267,krishind07,rgp
38268,naziamajid1,rgp
38269,moronhumor,rgp
38270,sabah999,rgn
38271,notmakhana,rgn
38272,hoax_wagon,rgp
38273,AShah78475006,rgn
38274,akii221b,rgp
38275,dhirajkr15,rgn
38276,iamkaranbachani,rgp
38277,Deepika49402202,rgn
38278,RKyllang,rgn
38279,Its_Kishor,rgp
38280,avinashchoubey,rgp
38281,SanatanWays,rgn
38282,JangliRaja,rgn
38283,madhuchak,rgn
38284,TOIAhmedabad,rgn
38285,RajivRanjanRa16,rgn
38286,HiCyberabad,rgp
38287,Santosh88103354,rgn
38288,kapill1610,rgp
38289,PrawnsFry,rgp
38290,NationsBallot,rgp
38291,harnamsingh5968,rgp
38292,akshayharlikar,rgp
38293,OfficialAditya6,rgn
38294,NationsBallot,rgp
38295,adz64,rgn
38296,adz64,rgn
38297,agrawmohit,rgn
38298,tyagige,rgp
38299,SuboSrivastava,rgp
38300,JaneuUdhari,rgn
38301,5harmajiKaLadka,rgp
38302,varuntyagi619,rgn
38303,RanjithHosakere,rgp
38304,JaneuUdhari,rgn
38305,iamkaranbachani,rgp
38306,Kumardrdeepak13,rgp
38307,athularavind,rgn
38308,AnandMestry,rgn
38309,iPraveenSwami,rgp
38310,MohitCh16143248,rgn
38311,KameshKashyap,rgn
38312,pinakparekh4u,rgn
38313,iamTapanPandya,rgp
38314,abhishekpandey2,rgp
38315,rkvvss,rgn
38316,kumardurgesh262,rgn
38317,speak2mahtab,rgp
38318,Sandeep0Nagaraj,rgn
38319,Gaurav_1Indian,rgp
38320,Sandeep0Nagaraj,rgp
